sex,birth_year,marital_status,religion,job_code,income,region_code
female,1993,5,1,,,6
male,1970,1,2,792.0,,6
female,1972,1,2,521.0,80.0,6
male,2002,0,2,,,6
male,2004,0,2,,,6
male,1975,1,1,1012.0,363.8,6
female,1975,3,2,247.0,188.0,6
male,2000,0,2,,,6
female,2002,0,2,,,6
female,1940,2,2,,,6
female,1971,3,2,922.0,90.0,6
female,2004,0,2,,,6
female,1934,2,1,,,6
male,1938,1,2,,,6
female,1940,1,2,611.0,,6
male,1976,1,2,862.0,220.0,6
female,1979,1,2,313.0,129.0,6
female,2001,0,2,,,6
female,2004,0,2,,,6
male,2005,0,2,,,6
male,1980,1,2,1012.0,347.2,6
female,1982,1,2,,,6
female,2007,0,2,,,6
male,1981,1,2,1012.0,338.3,6
female,1979,1,2,,,6
female,2005,0,2,,,6
female,2007,0,2,,,6
female,2010,0,2,,,6
male,1974,1,1,1012.0,430.0,6
female,1976,1,1,247.0,178.0,6
female,2003,0,1,,,6
female,2012,0,1,,,6
male,1983,1,2,1012.0,360.0,6
female,1986,1,2,,,6
male,2005,0,2,,,6
female,2012,0,2,,,6
male,2013,0,2,,,6
male,1974,1,2,311.0,421.6,3
female,1974,1,2,,,3
male,2001,0,2,,,3
female,2005,0,2,,,3
male,1982,1,2,1012.0,362.3,6
female,1982,1,1,,,6
female,2004,0,1,,,6
female,2006,0,1,,,6
male,1978,1,2,1012.0,325.0,6
female,1978,1,2,,,6
male,2006,0,2,,,6
female,2010,0,2,,,6
male,1980,1,2,1012.0,361.7,6
female,1981,1,2,,,6
male,2008,0,2,,,6
female,2012,0,2,,,6
male,1971,1,1,1012.0,375.0,2
female,1978,1,1,,,2
male,2007,0,1,,,2
male,2009,0,1,,,2
male,2011,0,1,,,2
male,1970,1,1,1012.0,480.0,6
female,1975,1,1,,,6
female,2010,0,1,,,6
male,1980,1,2,1012.0,270.7,6
female,1980,1,2,530.0,,6
male,2002,0,2,,,6
female,2003,0,2,,,6
male,1954,1,2,611.0,,6
female,1962,1,1,247.0,193.0,6
male,1984,5,2,312.0,200.0,1
male,1958,1,2,942.0,314.2,6
female,1960,1,2,611.0,,6
male,1938,1,2,611.0,,6
female,1939,1,2,611.0,,6
male,1952,1,1,875.0,,6
female,1954,1,1,611.0,,6
male,1982,1,2,521.0,350.0,6
female,1981,1,2,530.0,60.0,6
male,2008,0,2,,,6
female,2012,0,2,,,6
female,1930,2,2,,,2
male,1956,1,2,999.0,240.8,2
female,1959,1,2,421.0,110.0,2
female,1992,5,2,,,2
male,1943,1,1,611.0,,6
female,1946,1,1,,,6
female,1948,4,1,,,6
male,2004,0,2,,,6
male,1955,1,2,422.0,,6
female,1955,1,2,941.0,70.0,6
male,1947,1,1,611.0,,6
female,1957,1,1,611.0,,6
male,1942,1,1,611.0,,6
female,1944,1,1,611.0,,6
female,1941,2,2,,,6
male,1947,1,2,611.0,,6
female,1956,1,2,,,6
male,2003,0,2,,,6
female,2004,0,2,,,6
female,1941,2,2,,,6
female,1932,2,1,,,6
male,1967,1,2,751.0,263.0,6
female,1968,1,2,799.0,142.8,6
female,1991,5,2,442.0,40.0,6
female,1992,5,2,314.0,40.0,6
male,1995,5,2,314.0,110.0,6
male,1944,1,1,,,6
female,1948,1,1,,,6
male,1937,1,2,611.0,,6
female,1938,1,2,611.0,,6
female,1938,2,1,,,6
female,1926,2,1,,,6
male,1954,1,2,611.0,,6
female,1957,1,1,,,6
male,1945,1,2,942.0,70.9,6
female,1950,1,1,611.0,,6
male,1960,1,2,,,6
male,1999,0,2,,,6
female,2001,0,2,,,6
female,1955,1,2,941.0,140.0,6
female,1934,2,2,,,6
male,1964,5,2,611.0,,6
female,1936,2,2,611.0,,6
male,1928,1,2,,,6
female,1933,1,1,,,6
female,1952,3,1,,,6
female,2000,0,2,,,6
female,1929,4,2,,,6
male,1963,1,2,521.0,,6
female,1970,1,2,521.0,,6
female,1996,5,2,,,6
male,1947,1,2,,,6
female,1956,1,2,,,6
female,1942,3,2,,,6
male,1954,1,1,311.0,420.8,6
female,1957,1,1,,,6
female,1982,1,2,,,1
female,1985,5,1,243.0,325.0,2
male,1991,5,1,,,6
male,1983,1,2,521.0,212.5,1
male,1964,1,2,873.0,,6
female,1967,1,1,530.0,67.5,6
male,1999,0,1,,,6
female,2002,0,1,,,6
male,1962,1,2,252.0,621.3,6
female,1963,1,2,252.0,633.3,6
female,1990,5,2,252.0,230.0,1
male,1993,5,2,,,6
male,1946,1,1,873.0,,6
female,1943,1,1,611.0,,6
female,1940,2,2,,,6
male,1942,1,2,,,6
female,1944,1,1,,,6
male,1979,1,2,773.0,,6
female,1980,1,2,243.0,285.0,6
male,2008,0,2,,,6
female,2010,0,2,,,6
female,1939,2,1,941.0,20.0,6
male,1998,0,2,,,6
female,2000,0,2,,,6
male,1970,3,2,753.0,218.3,6
male,1932,1,1,,,6
female,1937,1,1,,,6
male,1939,1,2,611.0,,6
female,1944,1,2,611.0,,6
female,1939,2,1,,,6
female,1939,2,2,,,6
female,1979,3,2,953.0,,6
male,2003,0,2,,,6
female,1949,2,1,,,6
female,1940,2,1,,,6
male,1938,1,2,611.0,,6
female,1938,1,2,,,6
female,1944,2,2,521.0,,6
female,1946,2,1,952.0,20.0,6
male,1964,1,2,311.0,433.3,6
female,1968,1,1,320.0,525.0,6
female,2002,0,2,,,6
female,2004,0,2,,,6
male,1957,1,1,881.0,310.0,6
female,1958,1,1,246.0,159.7,6
male,1989,5,2,442.0,78.0,6
male,1973,1,2,311.0,425.0,6
female,1975,1,2,314.0,177.7,6
female,1998,0,2,,,6
male,1999,0,2,,,6
male,1968,1,1,411.0,400.0,6
female,1975,1,1,259.0,,6
female,2002,0,1,,,6
male,2005,0,1,,,6
male,1938,1,1,,,6
female,1941,1,1,,,6
male,1974,5,1,313.0,192.0,6
female,1957,1,1,441.0,100.0,6
male,1948,1,1,422.0,,6
male,1976,1,1,854.0,140.0,6
female,1975,1,1,259.0,90.0,6
female,2002,0,1,,,6
male,2003,0,1,,,6
female,1949,3,1,,,6
female,1995,5,2,953.0,60.0,2
male,1997,0,2,,,6
male,1968,1,2,530.0,,6
female,1972,1,1,313.0,106.0,6
male,2004,0,2,,,6
male,2006,0,2,,,6
male,1970,3,2,873.0,180.0,2
female,1932,2,2,,,6
male,1967,5,1,873.0,150.0,6
male,1932,1,1,611.0,,6
female,1933,1,1,611.0,,6
male,1939,1,2,,,6
female,1947,1,1,941.0,20.0,6
male,1967,5,1,910.0,136.0,6
male,1963,5,2,,,6
male,1962,1,2,910.0,,6
female,1967,1,2,710.0,98.0,6
female,1994,5,2,,,6
female,1995,5,2,,,6
male,1997,0,2,,,6
female,1946,2,1,,,6
male,1933,1,2,611.0,,6
female,1937,1,2,611.0,,6
female,1946,2,2,999.0,,6
male,1957,1,1,773.0,,6
female,1968,1,1,611.0,,6
male,1935,1,2,611.0,,6
female,1935,1,2,611.0,,6
male,1952,1,1,611.0,,6
female,1953,1,1,611.0,,6
female,1931,2,2,611.0,,6
male,1930,2,2,,,6
male,1934,1,2,611.0,,6
female,1934,1,2,611.0,,6
male,1926,1,1,,,6
female,1930,1,1,,,6
female,1931,2,2,,,6
female,1930,2,2,,,6
male,1934,2,2,,,6
male,1933,1,2,,,6
male,1934,1,2,611.0,,6
female,1931,1,2,611.0,,6
female,1936,2,2,,,6
female,1935,2,2,941.0,20.0,6
male,1930,2,2,,,6
male,1952,1,2,922.0,,6
female,1958,1,2,441.0,,6
male,1982,1,2,761.0,277.3,6
female,1986,1,2,,,6
female,2011,0,2,,,6
female,2013,0,2,,,6
female,1951,2,1,941.0,69.0,6
male,1958,1,1,,,2
female,1959,1,1,952.0,193.5,2
male,1950,1,2,611.0,,6
female,1957,1,2,941.0,142.9,6
male,1989,5,2,753.0,225.0,6
male,1952,5,1,910.0,,6
male,1962,1,2,922.0,102.5,6
female,1962,1,2,441.0,,6
female,1992,5,2,,,6
male,1940,1,2,611.0,,6
female,1950,1,2,611.0,,6
male,1919,1,1,611.0,,6
female,1926,1,1,,,6
male,1965,5,1,941.0,,6
male,1943,1,1,521.0,,6
female,1948,1,1,710.0,150.0,6
male,1976,5,2,,,6
male,1937,1,1,,,6
female,1942,1,1,,,6
female,1939,2,1,,,7
female,1928,2,1,999.0,20.0,6
female,1955,3,2,521.0,,6
female,1937,2,2,930.0,83.0,6
female,1935,2,2,941.0,20.0,6
male,1957,3,2,422.0,80.0,6
female,1987,5,2,941.0,29.0,6
male,1931,3,1,,,6
female,1935,2,1,,,6
male,1970,1,1,930.0,208.0,6
female,1980,1,1,,,6
male,2005,0,1,,,6
female,2007,0,1,,,6
male,1975,1,2,152.0,,6
female,1975,1,2,313.0,150.0,6
male,2003,0,2,,,6
female,1969,3,2,311.0,547.9,2
male,1997,0,2,,,2
male,1999,0,2,,,2
male,1961,1,2,139.0,238.0,6
female,1965,1,2,930.0,258.0,6
female,1991,5,2,1012.0,14.0,6
male,1994,5,2,799.0,146.33,6
female,1942,2,1,,,6
female,1919,2,1,,,6
male,1960,1,1,773.0,,6
female,1962,1,1,941.0,152.0,6
female,1991,5,1,521.0,235.0,6
male,1977,5,1,942.0,170.0,6
female,1952,2,1,930.0,112.27,6
male,1965,1,2,743.0,,6
female,1969,1,2,314.0,140.5,6
male,1995,5,2,,,6
male,1943,1,1,,,6
female,1950,1,1,930.0,105.24,6
male,1948,1,2,791.0,,6
female,1950,1,2,611.0,,6
female,1976,1,1,247.0,,6
male,1978,1,1,312.0,372.41,6
male,1976,1,1,312.0,375.0,6
male,2006,0,1,,,6
female,1980,1,1,521.0,145.0,6
male,2010,0,1,,,6
male,1941,1,2,,,6
female,1943,1,1,,,6
male,1949,1,2,521.0,,6
female,1955,1,2,521.0,,6
male,1981,5,2,399.0,211.0,1
male,1962,1,2,875.0,,6
female,1968,1,1,,,6
female,1993,5,1,,,6
male,2000,0,1,,,6
male,1969,1,1,799.0,298.75,6
female,1968,1,1,521.0,182.33,6
male,2000,0,1,,,6
male,2002,0,1,,,6
male,1973,5,2,930.0,206.5,6
male,1970,1,1,910.0,170.0,6
female,1970,1,1,930.0,125.0,6
female,1998,0,1,,,6
male,2001,0,1,,,6
male,2006,0,1,,,6
male,1963,1,1,873.0,217.58,6
female,1967,1,1,441.0,195.0,6
male,1986,5,1,,,6
female,1989,5,1,,,6
female,1940,2,1,,,6
female,1964,1,1,,,5
male,1964,1,1,248.0,405.6,5
male,1994,5,1,,,5
female,1995,5,1,,,5
male,1971,1,2,941.0,180.0,6
male,1973,1,2,521.0,,6
female,1976,1,2,313.0,,6
male,2001,0,2,,,6
male,2007,0,2,,,6
male,1934,2,2,791.0,,6
male,1969,5,2,,,6
male,1966,1,1,312.0,375.0,6
female,1962,1,1,314.0,24.0,6
male,1988,5,1,,,6
female,1991,5,1,,,6
male,1945,1,2,,,6
female,1949,1,1,722.0,,6
female,1941,2,1,,,6
male,1968,1,2,151.0,,6
female,1968,1,2,521.0,110.0,6
female,1994,5,2,999.0,34.0,6
male,1996,5,2,,,6
male,1973,1,2,,,6
female,1979,1,1,,,6
female,1999,0,1,,,6
female,2004,0,1,,,6
male,2006,0,1,,,6
male,1955,1,2,611.0,,6
female,1959,1,2,611.0,,6
male,1981,1,1,411.0,434.2,2
male,1995,5,2,,,6
female,1981,1,2,399.0,122.0,2
female,2012,0,2,,,2
male,1973,1,1,921.0,230.0,6
female,1980,1,1,,,6
female,2005,0,1,,,6
male,2011,0,1,,,6
male,1976,1,2,811.0,368.33,6
female,1979,1,2,,,6
female,2012,0,2,,,6
male,1957,1,1,274.0,,6
female,1962,1,1,,,6
male,1986,5,1,,,6
male,1966,3,1,873.0,127.5,6
female,1977,1,1,530.0,121.0,6
female,2001,0,1,,,6
male,1964,1,1,992.0,337.33,6
male,2009,0,1,,,6
male,1969,1,2,311.0,538.06,6
female,1973,1,2,311.0,430.91,6
male,1998,0,2,,,6
male,2001,0,2,,,6
male,1935,1,2,,,6
female,1938,1,2,,,6
male,1967,1,2,,,6
female,1971,1,2,854.0,,6
female,1993,5,2,247.0,170.0,6
male,2006,0,2,,,6
female,1968,3,2,510.0,58.3,6
female,1925,2,1,,,6
female,1994,5,2,,,6
female,1994,5,2,,,6
female,1996,5,2,,,6
female,1943,2,2,,,6
male,1950,1,2,,,6
female,1953,1,2,,,6
male,1979,1,1,311.0,387.0,6
female,1980,1,1,311.0,280.0,6
female,2008,0,1,,,6
female,1959,3,1,930.0,62.09,6
male,1940,1,2,611.0,,6
female,1941,1,2,,,6
male,1997,0,2,,,6
male,1962,1,2,432.0,,6
female,1960,1,2,259.0,80.0,6
female,1986,1,2,,,6
male,1969,1,1,152.0,325.0,5
female,1971,1,1,247.0,75.0,5
male,1999,0,1,,,5
female,2003,0,1,,,5
male,1971,1,2,,,6
female,1976,1,2,930.0,70.8,6
male,1995,5,2,,,6
male,1996,5,2,,,6
female,2002,0,2,,,6
male,1980,5,1,799.0,220.0,6
female,1968,1,1,422.0,,5
female,1994,5,1,,,5
male,1963,1,1,392.0,666.66,5
male,1948,3,2,,,6
male,1968,1,2,841.0,350.0,6
female,1970,1,2,891.0,135.0,6
female,1994,5,2,,,6
female,1987,5,2,930.0,80.0,6
male,1990,5,2,930.0,200.0,6
male,1946,1,1,429.0,,6
female,1949,1,1,,,6
male,1978,1,2,441.0,,6
female,1978,1,2,442.0,,6
male,2004,0,2,,,6
female,2007,0,2,,,6
female,1959,4,1,,,6
male,1987,5,1,863.0,215.16,6
female,1938,2,1,,,6
male,1965,3,2,874.0,186.3,6
female,1968,3,2,521.0,80.0,6
female,1993,5,2,,,6
female,1997,0,2,,,6
male,1948,1,1,,,6
female,1951,1,1,,,6
male,1940,1,1,,,6
female,1941,1,1,,,6
male,1968,5,1,773.0,300.0,6
male,1939,1,1,,,6
female,1944,1,1,,,6
male,1978,1,1,248.0,192.0,5
female,1979,1,1,,,5
male,2012,0,1,,,5
male,2013,0,1,,,5
male,1961,1,1,141.0,1416.7,6
female,1967,1,1,,,6
male,1991,5,1,,,6
male,1991,5,1,314.0,89.0,6
male,2004,0,1,,,6
female,1934,5,2,,,6
male,1946,1,2,,,6
female,1950,1,2,,,6
male,1979,1,2,510.0,503.3,1
female,1981,1,2,312.0,154.2,1
male,2012,0,2,,,1
female,1969,3,1,510.0,104.2,6
female,1992,5,1,,,6
male,1994,5,1,952.0,118.6,6
male,1936,1,1,,,2
female,1935,1,1,,,2
female,1961,5,1,271.0,333.3,2
male,1962,1,1,863.0,231.3,6
female,1968,1,1,,,6
male,1966,3,2,510.0,400.0,6
female,1971,3,2,,,6
female,1994,5,2,,,6
male,1997,0,2,,,6
female,1934,2,2,,,6
male,1965,1,2,874.0,165.0,6
female,1966,1,2,521.0,102.0,6
male,1992,5,2,,,6
male,1937,1,2,,,6
female,1943,1,1,,,6
male,1960,1,2,611.0,,6
female,1962,1,2,521.0,,6
female,1987,5,2,312.0,160.0,6
female,1990,5,2,,,6
male,1960,1,2,772.0,419.0,6
female,1972,1,1,530.0,283.3,6
female,1995,5,2,,,6
female,1997,0,2,,,6
male,1999,0,2,,,6
female,1931,2,1,,,6
male,1956,3,1,311.0,590.3,6
male,1988,5,1,313.0,223.3,6
male,1959,1,2,274.0,,6
female,1962,1,1,259.0,163.5,6
female,1940,3,1,,,2
female,1935,5,2,,,2
female,1931,2,1,,,6
male,1934,1,2,,,6
female,1933,1,2,,,6
female,1953,2,2,,,6
male,1995,5,2,,,6
female,1999,0,2,,,6
female,1969,3,1,314.0,198.0,6
male,1995,5,1,,,6
male,1955,1,1,730.0,,6
female,1962,1,1,,,6
male,1976,1,1,761.0,341.66,6
female,1979,1,1,247.0,130.0,6
male,2012,0,1,,,6
male,1945,1,1,611.0,,6
female,1955,1,2,941.0,170.83,6
male,1977,5,2,930.0,169.6,6
male,1935,1,2,530.0,,6
female,1937,1,1,530.0,,6
male,1935,1,1,,,6
female,1944,1,1,,,6
male,1944,1,2,942.0,125.0,6
female,1945,1,2,,,6
female,1934,2,1,611.0,,6
male,1962,1,1,773.0,278.0,6
female,1963,1,1,952.0,117.16,6
female,1991,5,1,521.0,30.0,6
female,1993,5,1,521.0,84.0,6
female,1994,5,1,521.0,22.4,6
female,1998,0,1,,,6
female,1934,2,1,,,6
male,1956,3,1,611.0,,6
female,1932,2,1,,,6
female,1932,2,1,,,6
female,1931,2,1,,,6
male,1927,1,2,611.0,,6
female,1936,1,2,611.0,,6
male,1940,1,2,611.0,,6
female,1942,1,2,611.0,,6
male,1957,1,2,611.0,,6
female,1957,1,2,611.0,,6
male,1966,1,1,441.0,,6
female,1966,1,1,,,6
male,2002,0,1,,,6
male,2003,0,1,,,6
female,1943,2,2,,,6
male,1955,1,2,611.0,,6
female,1958,1,2,611.0,,6
male,1944,1,2,611.0,,6
female,1950,1,2,611.0,,6
male,1979,5,2,611.0,,6
male,1932,2,1,,,6
male,1998,0,2,,,7
male,1968,1,2,312.0,416.1,7
male,1923,1,2,611.0,,6
female,1936,1,2,611.0,,6
female,1935,2,1,,,6
male,1935,1,1,,,6
female,1936,1,1,,,6
male,1942,1,2,611.0,,6
female,1944,1,2,611.0,,6
male,1938,1,2,611.0,,6
female,1938,1,2,611.0,,6
male,1974,5,1,611.0,,6
female,1956,2,1,248.0,,6
male,1920,1,1,,,6
female,1933,1,2,611.0,,6
male,1960,1,2,611.0,,6
female,1961,1,2,611.0,,6
female,1991,5,1,245.0,170.0,1
female,1914,2,2,,,6
male,1932,3,2,,,6
female,1923,2,2,,,6
male,1958,1,1,521.0,,6
female,1961,1,1,521.0,,6
female,1984,1,2,259.0,220.0,6
male,1946,1,2,611.0,,6
female,1948,1,2,,,6
male,1979,1,2,753.0,257.5,6
male,1918,2,2,,,6
female,1983,1,2,245.0,,6
male,2011,0,2,,,6
female,2014,0,2,,,6
male,1950,1,1,,,6
female,1955,1,1,,,6
female,1931,2,1,,,6
male,1965,3,2,274.0,,6
female,1987,5,2,314.0,333.3,1
male,1990,5,2,,,6
female,1943,2,2,941.0,126.5,6
female,1942,2,1,,,6
female,1937,2,1,611.0,,6
female,1950,2,1,930.0,150.75,6
male,1969,3,1,930.0,186.75,6
female,1935,2,2,611.0,,6
male,1948,1,1,,,6
female,1952,1,1,530.0,,6
male,1982,5,1,832.0,274.66,6
male,1941,1,1,611.0,,6
female,1949,1,1,941.0,84.41,6
female,1936,2,2,,,6
male,1963,1,2,873.0,,6
female,1963,1,1,,,6
male,1988,1,2,223.0,160.0,6
male,1990,5,2,,,6
female,1988,1,1,,,6
male,2008,0,2,,,6
male,2010,0,2,,,6
male,1958,1,1,432.0,,3
female,1962,1,1,432.0,,3
male,1994,5,1,,,3
male,1960,1,1,311.0,465.0,6
female,1963,1,1,521.0,100.0,6
male,1990,5,1,,,6
male,1970,1,2,139.0,,6
female,1971,1,2,,,6
female,2001,0,2,,,6
female,2004,0,2,,,6
male,1942,1,2,,,6
female,1941,1,2,,,6
male,1958,1,1,875.0,,6
female,1968,1,1,399.0,,6
male,1937,1,2,942.0,178.8,6
female,1937,1,2,,,6
female,1953,2,2,611.0,,6
male,1958,1,1,611.0,,4
female,1955,1,1,611.0,,4
male,1962,1,1,875.0,,6
female,1963,1,1,314.0,113.0,6
male,1987,5,1,247.0,191.7,5
female,2000,0,1,,,6
male,1973,1,1,248.0,76.0,6
female,1972,1,1,253.0,148.3,6
female,2003,0,1,,,6
male,2005,0,1,,,6
male,1956,1,2,873.0,150.0,6
female,1973,1,2,930.0,70.0,6
male,1993,5,2,930.0,,6
female,1994,5,2,999.0,,6
female,1959,1,1,953.0,82.0,6
male,1954,1,1,,,6
male,1971,1,1,611.0,,6
female,1981,1,1,930.0,120.0,6
female,2002,0,1,,,6
female,2006,0,1,,,6
female,1936,2,2,,,6
male,1969,5,2,,,6
female,1947,2,1,,,6
male,1931,1,2,611.0,,6
female,1940,1,1,611.0,,6
male,1935,1,2,611.0,,6
female,1941,1,2,,,6
male,1954,1,2,611.0,,6
female,1958,1,2,611.0,,6
female,1983,1,1,,,5
male,1986,5,2,753.0,150.0,6
male,1981,1,2,313.0,333.0,5
female,2011,0,2,,,5
male,2013,0,2,,,5
male,1954,5,2,,,6
female,1935,2,1,,,6
female,1944,1,2,611.0,,6
male,1944,1,2,,,6
male,1939,3,2,941.0,20.0,6
female,1943,2,1,,,6
male,1937,4,2,,,6
female,1950,2,1,,,6
male,1956,1,1,141.0,312.0,6
female,1956,1,1,,,6
male,1930,1,1,611.0,,6
female,1934,1,1,611.0,,6
male,1952,1,2,930.0,210.0,6
female,1954,1,2,941.0,135.0,6
female,1929,2,2,,,6
male,1990,5,2,231.0,150.0,6
male,1974,1,2,753.0,330.0,6
female,1977,1,2,313.0,110.0,6
male,2003,0,2,,,6
male,1935,1,1,611.0,,6
female,1938,1,1,611.0,,6
female,2005,0,1,,,6
male,2010,0,1,,,6
male,1967,1,1,941.0,165.0,6
female,1971,1,1,930.0,6.0,6
female,1998,0,1,,,6
female,2002,0,1,,,6
female,1939,2,1,930.0,10.0,6
male,1956,1,1,521.0,,6
female,1956,1,1,,,6
male,1992,5,1,,,6
male,1995,5,2,,,2
male,1963,1,2,922.0,74.0,6
female,1969,1,2,941.0,56.0,6
male,1998,0,2,,,6
male,1925,1,2,611.0,,6
female,1938,1,2,,,6
female,1946,1,1,991.0,,6
male,1936,1,1,941.0,20.0,6
male,1972,1,1,311.0,473.7,7
female,1973,1,1,,,7
female,1996,5,1,,,7
female,1998,0,1,,,7
female,2004,0,1,,,7
male,2011,0,1,,,7
male,1940,1,1,611.0,,6
female,1943,1,1,611.0,,6
male,1936,1,1,611.0,,6
female,1940,1,1,611.0,,6
male,1940,1,2,611.0,,6
female,1947,1,2,930.0,148.14,6
female,1932,2,1,611.0,,6
female,1953,2,1,,,6
male,1977,5,1,521.0,236.6,6
male,1954,1,2,,,6
female,1964,1,2,,,6
female,1938,2,1,,,6
female,1973,5,1,,,6
male,1936,1,2,611.0,,6
female,1940,1,2,999.0,20.0,6
female,1929,2,1,,,6
female,1935,2,1,,,6
male,1983,5,2,254.0,200.0,5
male,1947,3,2,,,5
female,1969,4,1,442.0,189.6,5
female,1996,5,1,,,5
male,1965,1,1,799.0,,5
female,1967,1,1,151.0,,5
female,1994,5,1,,,5
female,1997,0,1,,,5
female,1973,3,2,941.0,192.58,5
female,1997,0,2,,,5
female,2000,0,2,,,5
male,1956,3,2,313.0,308.8,5
female,1988,5,2,421.0,175.0,5
female,1990,5,2,854.0,239.6,5
male,1952,2,1,271.0,,5
female,1982,5,1,,,1
female,1984,5,1,799.0,,5
male,1958,2,2,152.0,1666.66,5
female,1990,5,2,,,5
male,1993,5,2,,,5
male,1964,1,1,120.0,666.66,5
female,1969,1,1,252.0,533.33,5
female,1993,5,1,,,5
male,1957,1,2,254.0,,5
female,1961,1,1,254.0,,5
female,1989,5,2,,,5
male,1993,5,2,,,5
male,1946,1,1,248.0,160.0,5
female,1957,1,1,131.0,,5
male,1985,5,1,252.0,208.3,5
male,1958,1,2,441.0,,5
female,1959,1,2,442.0,,5
female,1983,5,1,252.0,328.0,1
female,1985,5,1,320.0,408.0,1
male,1994,5,2,,,5
male,1952,1,2,,,5
female,1954,1,2,,,5
male,1978,1,2,252.0,419.16,5
female,1980,1,2,252.0,360.8,5
female,1980,1,2,252.0,319.16,5
female,2007,0,2,,,5
male,1980,1,2,252.0,402.5,5
male,2009,0,2,,,5
female,2009,0,2,,,5
male,2011,0,2,,,5
male,1977,5,1,243.0,301.66,5
male,1960,5,1,,,7
male,1975,1,1,259.0,128.0,5
female,1974,1,2,252.0,413.9,5
male,2007,0,2,,,5
female,2010,0,2,,,5
male,1972,1,1,320.0,605.57,5
female,1976,1,1,320.0,497.19,5
female,2007,0,1,,,5
female,1943,1,1,,,5
male,2009,0,1,,,5
male,1974,1,1,231.0,421.3,5
female,1972,1,1,,,5
female,2005,0,1,,,5
male,2009,0,1,,,5
male,1954,1,1,,,5
female,1959,1,1,313.0,110.0,5
male,1980,1,1,221.0,833.3,2
male,1932,1,1,,,5
female,1931,1,1,,,5
female,1982,1,1,222.0,541.7,2
male,2014,0,1,,,2
male,1970,1,2,873.0,,5
female,1973,1,2,952.0,,5
female,1995,5,2,,,5
female,1999,0,2,,,5
male,1959,1,2,751.0,,5
female,1960,1,2,999.0,,5
female,1985,1,2,320.0,320.0,2
female,1995,5,2,,,5
female,1938,2,2,,,5
male,1982,1,2,235.0,425.0,2
male,2013,0,2,,,2
male,1950,1,2,611.0,,5
female,1952,1,1,710.0,118.0,5
female,1928,2,2,,,5
male,1985,5,2,510.0,180.0,5
female,1932,2,2,,,5
female,1934,2,1,,,5
male,1973,1,2,510.0,331.66,5
female,1978,1,2,,,5
male,1998,0,2,,,5
female,2001,0,2,,,5
male,2003,0,2,,,5
male,1960,1,2,613.0,,5
female,1964,1,2,421.0,70.0,5
male,1988,5,2,613.0,,5
female,1990,5,2,,,5
male,1994,5,2,,,5
male,1962,1,1,823.0,,5
female,1971,1,1,999.0,,5
male,1992,5,1,,,5
male,1974,1,2,743.0,281.25,5
female,1978,1,2,442.0,97.08,5
male,2004,0,2,,,5
male,2007,0,2,,,5
male,1937,1,1,,,5
female,1937,1,1,,,5
female,1936,2,1,,,5
male,1969,1,1,312.0,162.58,5
female,1975,1,1,421.0,300.0,5
male,2008,0,1,,,5
male,1927,2,2,,,5
male,1959,1,2,611.0,,5
female,1961,1,2,812.0,,5
male,1937,1,2,,,5
female,1941,1,2,,,5
male,1960,3,1,611.0,,5
female,1992,5,1,423.0,124.0,1
female,1995,5,2,999.0,,2
female,1937,2,1,,,5
male,1951,1,2,,,5
female,1957,1,1,611.0,,5
male,1956,1,2,942.0,153.33,5
female,1959,1,2,611.0,,5
male,1981,5,1,231.0,235.0,1
female,1942,2,2,,,5
male,1960,1,2,611.0,,5
female,1964,1,2,611.0,,5
male,1958,1,1,613.0,,5
female,1961,1,1,421.0,20.0,5
female,1983,1,2,,,5
male,1937,5,1,,,5
male,1985,5,1,239.0,300.0,5
male,1979,1,2,521.0,150.0,5
male,2012,0,2,,,5
male,1961,1,2,611.0,,5
female,1969,1,1,611.0,,5
male,1998,0,1,,,5
female,2001,0,1,,,5
female,1933,2,1,,,2
male,1965,1,1,841.0,250.0,2
female,1956,1,1,152.0,,2
male,1969,1,2,875.0,,5
female,1974,1,2,,,5
male,1998,0,2,442.0,,5
female,2001,0,2,,,5
male,1943,1,2,611.0,,5
female,1949,1,2,521.0,,5
male,1975,4,2,930.0,310.0,5
male,1925,2,2,,,5
female,1941,2,2,,,5
female,1945,2,2,,,5
male,1979,5,2,,,5
female,1928,2,2,,,5
female,1942,2,2,,,5
female,1930,2,2,,,5
male,1937,1,2,,,5
female,1941,1,2,,,5
male,1968,1,2,521.0,,5
female,1972,1,2,930.0,243.4,5
female,1996,5,2,,,5
female,1998,0,2,,,5
female,2002,0,2,,,5
male,1964,1,2,874.0,258.4,5
female,1973,1,2,930.0,235.4,5
female,1993,5,2,,,5
female,1994,5,2,,,5
female,1934,2,2,611.0,,5
male,1941,1,2,611.0,,5
female,1940,1,2,611.0,,5
male,1934,1,2,,,5
female,1939,1,1,,,5
male,1965,1,2,930.0,250.0,5
female,1964,1,2,930.0,90.0,5
female,1998,0,2,,,5
male,1947,2,2,,,5
male,1979,1,1,922.0,,2
female,1981,1,1,313.0,,2
male,2002,0,1,,,2
female,2008,0,1,,,2
male,1931,1,2,,,5
female,1934,1,2,,,5
male,1956,1,2,613.0,,5
female,1956,1,2,613.0,,5
male,1983,5,2,613.0,,5
male,1933,1,1,,,5
female,1935,1,1,,,5
female,1937,2,1,,,5
female,1942,2,2,611.0,,5
male,1966,3,2,,,5
female,1939,2,1,,,5
female,1935,2,1,,,5
male,1930,1,2,,,5
