sex,birth_year,marital_status,religion,job_code,income,region_code
female,1977,4,2,,,2
male,2002,0,2,,,2
male,2003,0,2,,,2
male,2003,0,2,,,2
male,1944,1,2,,,2
female,1951,1,2,,,2
female,1937,2,1,,,5
female,1965,5,2,,,2
male,1939,1,2,,,2
female,1937,1,2,,,2
male,1976,1,1,239.0,350.0,2
female,1977,1,1,,,2
female,2004,0,1,,,2
female,2006,0,1,,,2
male,2011,0,1,,,2
male,1981,1,1,274.0,301.6,2
female,1979,1,1,,,2
male,2003,0,1,,,2
female,1956,2,1,441.0,112.0,2
male,1946,2,2,,,2
male,1976,1,2,312.0,336.7,2
female,1979,1,1,,,2
male,2012,0,2,,,2
male,2014,0,2,,,2
female,1928,2,1,,,2
female,1943,2,1,,,2
female,1958,2,1,,,2
male,1988,5,1,521.0,160.0,2
female,1950,2,1,521.0,,2
male,1935,1,2,,,2
female,1940,1,2,,,2
male,1998,0,1,,,2
male,1968,1,1,930.0,200.0,2
female,1968,1,1,246.0,150.0,2
male,1958,1,2,743.0,,2
female,1961,1,2,421.0,56.0,2
male,1998,0,2,,,2
male,1970,1,2,510.0,522.0,2
female,1979,1,2,,,2
male,2002,0,2,,,2
female,2005,0,2,,,2
male,1941,1,1,942.0,124.0,2
female,1939,1,1,,,2
male,1945,1,1,,,2
female,1945,1,1,,,2
male,1939,2,1,,,7
female,1936,2,1,,,7
female,1934,2,2,,,2
male,1944,1,2,152.0,,2
female,1945,1,2,,,2
female,1959,3,1,941.0,87.0,2
female,1993,5,1,442.0,80.0,2
female,1955,3,1,,,2
male,1989,5,2,930.0,182.3,2
male,1932,1,1,,,2
female,1941,1,1,,,2
female,1973,5,1,,,2
female,1939,3,1,,,2
male,1962,1,2,,,2
female,1962,1,2,399.0,275.0,2
female,1991,5,2,,,2
female,2003,0,2,,,2
male,1976,5,2,882.0,212.0,2
male,1940,1,2,,,2
female,1948,1,2,,,2
male,1976,1,2,875.0,392.5,2
female,1975,1,1,,,2
male,2006,0,1,,,2
female,2008,0,1,,,2
male,1967,3,2,873.0,,2
female,2001,0,2,,,2
male,1958,1,2,,,2
female,1961,1,2,314.0,80.0,2
male,1988,5,2,312.0,160.0,2
female,1991,5,2,243.0,192.0,2
male,1974,3,2,313.0,300.0,2
female,1977,3,2,320.0,100.0,1
male,1997,0,2,,,2
female,1999,0,2,,,2
female,1938,2,1,,,2
male,1954,1,1,,,2
female,1958,1,2,951.0,,2
male,1985,5,2,922.0,125.0,2
male,1961,1,1,,,2
female,1964,1,1,,,2
male,1999,0,1,,,2
male,2002,0,1,,,2
male,1954,1,1,761.0,,2
female,1963,1,1,247.0,150.0,2
male,1990,5,1,953.0,160.0,2
male,1976,1,1,221.0,500.0,2
female,1980,1,1,,,2
male,2007,0,1,,,2
male,2010,0,1,,,2
female,1959,4,2,441.0,170.0,2
female,1991,5,2,246.0,90.0,2
male,1961,1,2,873.0,458.3,2
female,1967,1,2,952.0,208.3,2
female,1991,5,2,392.0,45.0,2
male,1993,5,2,,,2
male,1997,0,2,,,2
male,1947,1,2,611.0,,6
female,1949,1,2,611.0,,6
female,1978,1,1,314.0,92.0,2
male,1977,1,1,312.0,250.0,2
female,2008,0,1,,,2
male,1961,3,2,510.0,205.0,2
male,1996,5,2,,,2
male,1998,0,2,,,2
female,1940,2,2,,,2
female,1970,3,1,313.0,180.0,2
male,1994,5,1,,,2
male,1997,0,1,,,2
male,1978,1,1,874.0,327.9,2
female,1980,1,1,,,2
female,2006,0,1,,,2
female,2011,0,1,,,2
female,1947,1,2,611.0,,6
male,1949,1,2,611.0,,6
female,1948,2,2,952.0,,2
male,1968,1,1,521.0,,2
female,1969,1,1,510.0,200.0,2
male,1994,5,1,,,2
female,1999,0,1,,,2
male,1930,1,2,,,2
female,1944,1,2,,,2
male,1975,1,2,751.0,330.4,2
female,1981,1,2,,,2
male,2005,0,2,,,2
male,2007,0,2,,,2
male,1972,1,2,873.0,470.0,2
female,1975,1,2,313.0,143.0,2
female,2004,0,2,,,2
female,2006,0,2,,,2
female,1957,2,1,,,2
male,1985,5,2,432.0,218.0,2
male,1974,1,2,141.0,500.0,2
female,1976,1,2,,,2
male,2004,0,1,,,2
male,2008,0,1,,,2
male,1966,1,1,,,2
female,1966,1,1,254.0,,2
female,1993,5,1,,,2
male,1999,0,1,,,2
female,2001,0,1,,,2
male,1960,1,2,941.0,,2
female,1968,1,1,941.0,,2
female,1995,5,1,,,2
male,1998,0,2,,,2
female,1934,2,1,611.0,,2
male,1961,1,1,,,2
female,1960,1,1,930.0,181.0,2
female,1995,5,1,314.0,22.0,2
female,1996,5,1,,,2
male,1968,5,1,611.0,,2
male,1974,1,1,274.0,150.0,2
female,1982,1,1,429.0,,2
female,2003,0,2,,,2
male,2004,0,2,,,2
male,1965,1,1,252.0,587.1,2
female,1966,1,1,421.0,94.0,2
female,1991,5,2,442.0,96.0,2
female,1996,5,2,,,2
female,1963,3,2,510.0,138.0,2
male,1987,5,2,,,2
male,1964,1,1,153.0,,2
female,1964,1,1,,,2
female,2004,0,1,,,2
female,1976,4,1,246.0,132.5,2
female,2002,0,1,,,2
male,2006,0,1,,,2
male,1953,1,2,,,2
female,1955,1,2,,,2
female,1953,2,1,441.0,,2
male,1957,1,2,873.0,,2
female,1963,1,1,421.0,121.6,2
female,1990,5,2,330.0,153.0,1
female,1992,5,2,399.0,208.1,1
female,2002,0,1,,,2
male,1967,3,2,874.0,362.0,2
male,1999,0,2,,,2
male,1938,1,2,,,2
female,1947,1,2,,,2
male,1961,5,1,,,2
female,1943,2,1,,,2
male,2006,0,1,,,2
male,1959,1,2,841.0,412.5,2
female,1965,1,2,,,2
female,1935,2,1,941.0,20.0,2
male,1960,1,2,611.0,,2
female,1963,1,2,422.0,,2
male,1991,5,2,999.0,25.0,2
male,1935,1,1,611.0,,2
female,1941,1,1,611.0,,2
female,1952,2,2,611.0,,2
male,1974,1,1,611.0,,2
female,1976,1,1,611.0,,2
male,2004,0,1,,,2
female,1940,2,1,611.0,,2
female,2007,0,1,,,2
male,1955,1,2,,,2
female,1966,1,2,,,2
female,1985,1,2,133.0,156.0,2
male,1983,1,2,311.0,336.0,2
female,2011,0,2,,,2
male,1964,5,2,611.0,,2
female,1938,2,1,611.0,,2
male,1955,1,1,611.0,,2
female,1956,1,1,,,2
male,1961,5,1,,,2
male,1941,1,1,611.0,,2
female,1946,1,2,,,2
female,1924,2,2,,,2
male,1940,1,1,,,2
female,1946,1,1,,,2
female,1942,2,1,611.0,,2
female,1932,2,1,611.0,,2
male,1933,1,1,611.0,,2
female,1939,1,1,611.0,,2
female,1933,2,1,991.0,20.0,2
male,1933,1,2,611.0,,2
female,1937,1,2,611.0,,2
male,1961,5,2,,,2
female,1934,2,2,,,2
female,1947,2,2,,,2
male,1973,3,1,773.0,,2
male,2001,0,1,,,2
female,2003,0,1,,,2
male,1940,1,1,611.0,,2
female,1942,1,1,611.0,,2
male,1946,1,2,611.0,,2
female,1953,1,2,611.0,,2
female,1942,2,1,999.0,20.0,2
female,1936,2,1,611.0,,2
male,1954,3,2,611.0,,2
male,1978,5,2,910.0,,2
male,1981,5,2,910.0,,2
male,1956,1,2,,,1
female,1956,1,2,,,1
male,1987,5,2,,,1
male,1990,5,2,,,1
male,1936,1,2,611.0,,2
female,1938,1,2,941.0,20.0,2
male,1949,1,2,,,2
female,1946,1,2,,,2
male,1984,1,2,285.0,168.0,2
female,1935,2,1,611.0,,2
male,1937,1,1,611.0,,2
female,1942,1,1,611.0,,2
female,1930,2,1,,,2
male,1959,1,1,235.0,350.0,2
female,1965,1,1,510.0,150.0,2
male,1995,5,2,,,2
female,1948,2,1,611.0,,2
male,1938,1,2,611.0,,2
female,1935,1,2,611.0,,2
female,1928,2,2,,,2
female,1928,2,1,,,2
female,1981,1,1,,,7
female,1985,5,1,,,7
male,1982,1,1,399.0,188.3,7
male,1953,1,1,611.0,,7
female,1960,1,1,773.0,150.0,7
male,1953,5,2,991.0,231.0,7
male,1973,1,2,441.0,305.8,7
female,1971,1,2,,,7
female,2000,0,2,,,7
female,2002,0,2,,,7
male,2006,0,2,,,7
female,1936,2,2,,,7
female,1927,2,1,,,7
female,1932,2,1,,,7
female,1973,5,1,,,7
male,1928,1,2,,,7
male,1940,1,2,,,7
female,1939,1,2,,,7
male,1968,1,1,234.0,174.1,7
female,1969,1,1,930.0,91.0,7
male,1997,0,1,,,7
female,2002,0,1,,,7
male,1946,1,1,,,7
female,1952,1,1,,,7
male,1942,1,1,,,7
female,1949,1,1,,,7
female,1964,3,1,442.0,189.1,7
female,1996,5,1,,,7
female,1928,2,1,,,7
male,1979,1,2,530.0,,7
female,1983,1,2,135.0,,7
female,2004,0,2,,,7
male,2006,0,2,,,7
female,1942,2,2,,,7
male,1998,0,2,,,7
male,2001,0,2,,,7
male,1951,1,1,,,7
female,1954,1,1,,,7
male,1989,5,1,,,7
male,1952,1,1,,,7
female,1955,1,1,246.0,124.0,7
female,1987,5,1,,,7
female,1932,2,1,,,7
female,2002,0,1,,,7
male,1943,1,1,,,7
female,1947,1,1,941.0,102.8,7
female,1942,2,1,,,7
male,1946,1,1,,,7
female,1951,1,1,,,7
female,1939,2,1,,,7
male,1936,1,2,,,7
female,1940,1,2,941.0,20.0,7
male,1942,1,2,910.0,,7
female,1946,1,2,,,7
male,1971,1,2,751.0,283.2,7
female,1976,1,2,442.0,94.8,7
male,1999,0,2,,,7
male,2001,0,2,,,7
female,2003,0,2,,,7
female,1960,3,1,941.0,144.5,7
female,1987,5,1,281.0,133.3,7
male,1991,5,1,899.0,180.3,7
female,1936,2,2,,,7
male,1960,3,2,873.0,,7
male,1998,0,2,,,7
male,1943,4,2,942.0,127.0,7
male,1980,1,2,254.0,150.0,7
female,1980,1,2,399.0,225.0,7
female,2008,0,2,,,7
female,1955,2,2,,,7
female,1981,5,2,313.0,194.3,7
female,1942,2,1,,,7
male,1964,3,2,,,7
female,1956,2,1,,,7
female,1952,3,1,,,7
female,1938,2,2,,,7
male,1949,3,2,772.0,,7
male,1999,0,2,,,7
male,1976,1,2,910.0,,7
male,2003,0,2,,,7
female,1978,1,2,,,7
male,2012,0,2,,,7
female,1940,2,2,,,7
male,1955,1,1,,,7
female,1956,1,1,,,7
female,1946,2,1,,,7
male,1942,1,1,942.0,120.4,7
female,1946,1,1,521.0,,7
female,1928,2,2,,,7
male,1954,5,2,,,7
male,1937,1,1,,,7
female,1944,1,1,,,7
male,1959,3,2,910.0,,7
male,1990,5,2,521.0,160.0,7
male,1945,1,2,941.0,,7
female,1955,1,2,,,7
female,1949,2,1,,,7
male,1977,5,1,930.0,75.4,7
male,1978,5,1,930.0,134.5,7
male,1980,5,1,930.0,76.6,7
male,1987,5,2,941.0,40.0,7
female,1994,5,2,,,7
male,1974,1,2,313.0,210.0,7
female,1975,1,2,,,7
female,2007,0,2,,,7
male,1974,1,2,510.0,519.2,7
female,1977,1,2,,,7
male,2005,0,2,,,7
male,2009,0,2,,,7
male,1967,1,1,312.0,500.0,7
female,1969,1,1,441.0,127.7,7
female,1999,0,1,,,7
female,2002,0,1,,,7
male,1955,1,1,247.0,,7
female,1957,1,1,247.0,115.4,7
female,1986,5,1,313.0,294.7,7
male,1972,1,2,613.0,,7
female,1970,1,2,,,7
female,1997,0,2,,,7
male,1998,0,2,,,7
female,1933,2,2,,,7
male,1967,5,2,312.0,206.2,7
male,1941,1,1,,,7
female,1942,1,1,,,7
male,1968,1,1,521.0,,7
female,1974,1,1,312.0,668.3,7
male,2000,0,1,,,7
male,2005,0,1,,,7
male,1967,1,2,773.0,,7
female,1970,1,1,,,7
female,1997,0,1,,,7
female,1999,0,1,,,7
male,2004,0,1,,,7
male,1975,1,1,774.0,435.0,7
female,1978,1,1,,,7
female,2009,0,1,,,7
male,1956,1,1,941.0,96.6,7
female,1958,1,1,941.0,105.0,7
female,1985,5,1,320.0,130.0,7
male,1941,1,1,799.0,,7
female,1952,1,1,,,7
male,1975,4,1,,,7
female,1980,4,1,442.0,,7
male,2004,0,1,,,7
male,2005,0,1,,,7
female,2008,0,1,,,7
male,1972,1,2,312.0,273.3,7
female,1971,1,2,,,7
female,2004,0,2,,,7
male,2006,0,2,,,7
male,1961,1,2,772.0,,7
female,1970,1,2,442.0,,7
female,1993,5,2,,,7
male,1995,5,2,521.0,,7
male,1965,3,1,873.0,,7
male,1994,5,1,,,7
male,1997,0,1,,,7
female,1967,3,2,530.0,208.3,7
female,1991,5,2,442.0,,7
male,2001,0,2,,,7
male,1971,1,1,999.0,,7
female,1976,1,1,,,7
female,2005,0,1,,,7
male,1944,1,2,,,7
female,1948,1,2,,,7
male,1964,1,2,753.0,362.0,7
female,1973,1,2,941.0,,7
male,1994,5,2,930.0,120.0,7
male,2000,0,2,,,7
male,1964,1,2,730.0,,7
female,1972,1,1,521.0,,7
female,1997,0,1,,,7
male,1999,0,1,,,7
female,2001,0,1,,,7
male,1942,1,1,,,5
female,1945,1,1,,,5
male,1963,1,1,311.0,553.3,7
female,1964,1,1,521.0,160.7,7
male,1989,5,1,,,7
male,1991,5,1,,,7
male,1935,2,1,,,7
male,1962,1,2,854.0,833.3,7
female,1965,1,2,,,7
male,1992,5,2,252.0,200.0,7
male,1994,5,2,,,7
male,1957,1,1,151.0,,7
female,1959,1,1,,,7
male,1990,5,1,,,7
male,1963,1,2,311.0,469.2,7
female,1967,1,2,,,7
male,1995,5,2,,,7
female,1998,0,2,,,7
male,1965,1,2,,,7
female,1969,1,1,259.0,131.8,7
female,1999,0,2,,,7
female,2001,0,2,,,7
male,1944,1,2,,,7
female,1957,1,2,,,7
female,1948,2,2,,,7
female,1944,2,1,951.0,,7
female,1942,2,2,,,7
female,1974,1,1,253.0,151.6,7
male,1976,1,1,141.0,338.6,7
female,2011,0,1,,,7
female,1962,2,2,421.0,130.0,7
male,1992,5,2,,,7
female,1983,1,2,,,7
male,1975,1,2,442.0,,7
male,1939,2,2,,,7
male,1968,5,2,862.0,203.3,7
male,1970,1,2,853.0,251.6,7
male,1931,1,2,,,7
female,1940,1,1,,,7
female,1983,1,2,864.0,120.0,7
male,2011,0,2,,,7
male,1943,1,2,999.0,,7
female,1949,1,2,951.0,,7
male,1976,1,2,252.0,380.8,7
female,1982,1,2,311.0,261.6,7
female,2011,0,2,,,7
male,2013,0,2,,,7
female,1942,2,1,,,7
female,1937,2,1,,,7
female,1922,2,2,,,7
male,1937,2,2,,,2
male,1963,1,2,774.0,388.6,2
female,1966,1,2,259.0,,2
male,1995,5,2,,,2
female,1957,3,1,521.0,,7
male,1987,5,1,245.0,216.6,7
male,1984,5,1,930.0,200.0,7
female,1938,2,1,,,7
female,1942,2,2,,,7
male,1968,5,2,,,7
male,1974,5,2,,,7
male,1955,1,1,910.0,160.0,1
female,1958,1,1,941.0,140.0,1
female,1997,0,1,,,1
female,1922,2,1,,,1
male,1946,4,2,,,7
male,1977,5,2,432.0,,7
male,1957,1,2,799.0,220.1,7
female,1959,1,2,,,7
male,1982,5,2,312.0,201.6,7
male,1948,1,2,772.0,,7
female,1958,1,1,,,7
male,1980,5,2,910.0,,7
female,1944,2,1,,,7
male,1952,1,1,,,7
female,1956,1,1,952.0,112.8,7
female,1982,5,1,247.0,317.0,1
male,1944,1,1,,,7
female,1953,1,1,,,7
female,1979,5,1,399.0,64.0,7
male,1980,5,2,284.0,,1
male,1942,1,1,873.0,91.6,7
female,1954,1,1,941.0,70.0,7
female,1986,5,1,521.0,165.0,7
male,1962,1,2,773.0,,7
female,1967,1,2,611.0,,7
female,1991,5,2,,,7
male,1935,1,1,,,7
female,1941,1,1,,,7
male,1950,2,2,,,7
male,1988,5,2,,,7
male,1958,1,2,510.0,147.1,7
female,1960,1,2,952.0,171.6,7
male,1988,5,2,246.0,70.0,7
male,1991,5,2,442.0,125.3,7
male,1951,1,2,432.0,,7
female,1950,1,2,432.0,,7
male,1982,5,2,,,7
male,1974,1,1,,,7
female,1974,1,1,243.0,413.3,7
female,2006,0,1,,,7
male,2008,0,1,,,7
female,1962,3,1,999.0,75.0,7
female,2000,0,1,,,7
male,1983,1,1,313.0,358.3,3
female,1983,1,1,313.0,188.0,3
male,2008,0,2,,,3
male,1954,1,1,873.0,,7
female,1953,1,1,941.0,120.0,7
male,1979,5,1,,,7
female,1982,1,1,,,7
female,1955,2,2,,,7
female,1981,1,2,246.0,167.3,7
female,1981,1,2,245.0,204.7,7
male,1976,1,2,442.0,305.8,7
female,1980,1,1,259.0,,7
female,1981,1,1,311.0,275.0,5
male,1979,1,1,259.0,,7
female,2008,0,1,,,7
female,2011,0,1,,,7
female,1957,2,1,951.0,80.0,7
male,1978,1,1,235.0,783.4,5
male,2013,0,1,,,5
male,1970,3,2,941.0,180.2,7
female,1999,0,2,,,7
male,1955,1,2,910.0,,7
female,1961,1,2,941.0,94.8,7
male,1985,5,2,741.0,153.0,7
male,1951,1,2,,,7
female,1956,1,2,441.0,250.3,7
male,1977,1,2,312.0,425.0,7
male,1979,1,2,753.0,283.3,7
female,1982,5,2,864.0,193.0,7
female,1979,1,2,,,7
female,1983,1,2,,,7
female,2009,0,2,,,7
male,2011,0,2,,,7
male,2010,0,2,,,7
male,2012,0,2,,,7
female,1947,2,1,,,7
male,1952,1,2,910.0,105.0,7
female,1956,1,2,521.0,163.0,7
female,1981,5,2,521.0,160.0,7
female,1982,5,2,399.0,150.0,7
male,1966,1,2,922.0,157.1,7
female,1972,1,2,441.0,122.1,7
male,1998,0,2,,,7
female,2001,0,2,,,7
male,2006,0,2,,,7
male,1942,1,2,,,7
female,1948,1,2,,,7
male,1962,1,2,799.0,,7
female,1964,1,1,,,7
male,1990,5,2,521.0,216.6,7
male,1992,5,2,,,7
male,2007,0,1,,,7
female,1944,2,1,951.0,57.8,7
female,1933,2,1,,,7
male,1952,3,2,,,7
female,1980,5,2,521.0,121.0,7
male,1981,5,2,999.0,120.0,7
male,1955,1,2,722.0,,7
female,1967,1,2,722.0,,7
male,1981,5,2,899.0,347.3,7
male,1979,1,1,761.0,300.0,7
female,1979,1,1,242.0,89.0,7
female,2005,0,1,,,7
female,2007,0,1,,,7
male,2010,0,1,,,7
female,1959,2,1,521.0,110.0,7
female,1982,1,1,,,7
female,1987,5,1,,,7
female,1988,5,1,399.0,130.0,7
female,1998,0,1,,,7
male,1980,1,1,412.0,387.0,7
female,2013,0,1,,,7
female,1935,4,1,951.0,30.0,7
male,1956,1,1,432.0,,7
female,1983,1,1,,,7
male,1987,5,1,930.0,260.0,7
male,1987,5,1,930.0,210.0,7
female,1962,1,1,,,7
female,2012,0,1,,,7
female,1956,3,1,,,7
female,1980,1,1,,,2
male,1984,5,1,,,7
male,1980,1,2,235.0,483.5,2
male,1966,5,1,,,7
female,1932,2,1,,,7
female,1931,2,1,,,7
female,1939,3,1,,,7
female,1938,2,2,941.0,,7
male,1952,3,1,941.0,0.46,7
male,1978,5,2,773.0,,7
female,1951,2,1,,,7
female,1961,2,1,,,7
female,1948,2,1,,,7
male,1996,5,2,,,7
female,1967,3,2,,,7
female,1992,5,2,442.0,,7
male,1944,2,1,,,7
male,1975,5,1,953.0,111.7,7
female,1953,3,1,,,7
female,1964,2,2,951.0,66.6,7
male,1990,5,2,999.0,,7
female,1994,5,2,,,7
male,1950,1,1,,,5
female,1952,1,1,,,5
female,1960,3,1,930.0,129.9,7
female,1988,5,2,313.0,333.3,1
female,1988,5,2,273.0,316.6,1
male,1961,1,1,910.0,,7
female,1966,1,1,,,7
male,1990,5,1,,,7
female,1995,5,1,,,7
male,1952,1,2,,,7
female,1961,1,2,,,7
female,1931,2,1,,,7
female,1933,2,2,,,7
male,1962,1,2,530.0,,7
female,1968,1,2,274.0,,7
female,1992,5,2,,,7
male,1996,5,2,,,7
male,1970,1,2,311.0,422.5,7
female,1971,1,2,,,7
male,2005,0,2,,,7
male,2007,0,2,,,7
male,1967,1,2,,,7
female,1969,1,2,,,7
male,1996,5,2,221.0,,7
male,1953,1,1,510.0,583.3,7
female,1960,1,1,132.0,,7
male,1986,5,1,,,7
male,1962,1,1,873.0,,7
female,1967,1,1,,,7
female,1993,5,1,,,7
male,1995,5,1,,,7
male,1959,1,2,873.0,,7
female,1958,1,2,521.0,,7
female,1982,5,2,313.0,150.0,7
male,1955,1,2,320.0,250.0,7
female,1956,1,2,611.0,,7
female,1984,1,2,,,7
female,1981,1,2,272.0,408.3,7
male,1927,1,2,,,7
female,1934,1,2,,,7
male,1978,1,2,875.0,,7
male,2007,0,2,,,7
male,2009,0,2,,,7
male,1979,1,2,311.0,256.7,7
female,2011,0,2,,,7
male,1936,2,2,,,7
male,1942,1,1,,,7
female,1947,1,1,,,7
female,1973,3,2,259.0,150.0,7
female,1975,1,2,421.0,251.4,7
male,1976,1,2,772.0,,7
male,1997,0,2,,,7
female,2000,0,2,,,7
female,1935,2,2,,,7
male,1976,1,2,841.0,259.0,7
female,1979,1,2,247.0,219.0,7
female,2007,0,2,,,7
female,2011,0,2,,,7
female,2011,0,2,,,7
male,1963,1,1,854.0,816.6,7
female,1964,1,1,,,7
female,1990,5,1,,,7
female,1993,5,1,,,7
male,1974,1,1,864.0,237.9,7
female,1977,1,2,247.0,363.3,7
female,2003,0,1,,,7
female,2006,0,1,,,7
female,1953,4,1,,,7
male,1971,1,2,852.0,339.0,7
female,1977,1,2,,,7
female,2000,0,2,,,7
female,2004,0,2,,,7
male,2008,0,2,,,7
female,1941,2,1,,,7
male,1969,5,1,,,7
male,1962,1,1,521.0,,7
female,1966,1,1,,,7
male,1998,0,1,,,7
female,1942,2,1,,,7
male,1954,1,2,942.0,135.0,7
female,1954,1,2,,,7
male,1958,1,2,773.0,,7
female,1961,1,2,930.0,200.2,7
male,1997,0,2,,,7
male,1946,1,1,,,7
female,1949,1,1,951.0,60.0,7
male,1975,1,2,873.0,,7
male,1975,1,2,854.0,188.7,7
female,1988,1,2,864.0,123.3,7
male,2008,0,2,,,7
female,1980,1,2,442.0,55.0,7
male,2007,0,2,,,7
male,2011,0,2,,,7
female,1944,2,1,510.0,37.5,7
male,1980,5,2,320.0,115.0,7
female,1935,2,1,941.0,20.0,7
female,1933,2,1,,,7
female,1927,2,1,,,7
male,1954,1,2,153.0,275.4,7
female,1960,1,2,611.0,,7
female,1986,5,2,281.0,250.0,1
female,1988,5,2,521.0,168.3,1
male,1971,3,2,910.0,,7
male,1996,5,1,,,7
male,1999,0,1,,,7
female,1939,2,1,,,7
male,1974,1,2,312.0,606.5,7
female,1975,1,2,259.0,200.0,7
female,2004,0,2,,,7
male,1972,1,1,139.0,250.0,7
female,1972,1,1,253.0,130.0,7
female,2004,0,1,,,7
female,1934,2,1,,,7
male,2006,0,1,,,7
male,1974,1,2,832.0,450.0,7
female,1976,1,2,521.0,158.3,7
female,1995,5,2,,,7
female,1998,0,2,,,7
male,2006,0,2,,,7
male,1969,1,2,751.0,720.0,7
female,1972,1,1,,,7
female,2002,0,1,,,7
female,2004,0,1,,,7
male,1956,1,1,246.0,240.2,7
female,1957,1,1,313.0,,7
male,1963,1,2,141.0,524.1,7
female,1970,1,2,,,7
female,1992,5,2,,,7
male,1994,5,2,,,7
male,1961,1,2,772.0,300.0,7
female,1966,1,2,,,7
male,1990,5,2,,,7
female,1998,0,2,,,7
male,1969,1,2,411.0,572.0,7
female,1971,1,1,246.0,151.6,7
female,1998,0,2,,,7
male,2000,0,2,,,7
male,1939,1,2,,,7
female,1936,1,2,,,7
male,1972,1,2,312.0,419.1,7
female,1974,1,2,,,7
male,2003,0,2,,,7
male,2005,0,2,,,7
female,1954,2,2,,,7
female,1988,5,2,,,7
male,1999,0,2,,,7
male,1937,1,2,,,7
female,1943,1,2,,,7
male,1963,1,2,873.0,,7
female,1964,1,2,611.0,,7
male,1991,5,2,,,7
male,1981,1,1,510.0,208.3,7
female,1981,1,1,864.0,166.6,7
female,2007,0,1,,,7
female,2009,0,1,,,7
male,1947,1,1,910.0,,7
female,1947,1,1,941.0,106.6,7
male,1969,1,2,510.0,583.3,7
female,1971,1,2,930.0,130.0,7
male,1998,0,2,,,7
male,2000,0,2,,,7
male,1969,1,2,311.0,390.0,7
female,1968,1,2,,,7
female,1996,5,2,,,7
male,1998,0,2,,,7
male,1966,1,1,899.0,450.0,7
female,1965,1,1,,,7
female,1991,5,1,243.0,195.0,7
male,1966,1,1,311.0,526.0,7
female,1968,1,1,,,7
female,1994,5,1,,,7
male,1996,5,1,,,7
male,2001,0,1,,,7
male,1965,1,2,141.0,1083.3,7
female,1968,1,2,510.0,168.1,7
female,1993,5,2,,,7
male,1994,5,2,236.0,280.0,7
female,1949,2,1,951.0,105.0,7
female,1983,5,1,253.0,259.0,7
male,1944,1,1,,,7
female,1948,1,1,,,7
male,1941,1,2,,,7
female,1944,1,2,,,7
male,1971,1,2,149.0,271.57,5
female,1972,1,2,864.0,148.5,5
male,1995,5,2,,,5
male,1997,0,2,,,5
male,1944,1,1,942.0,95.0,5
female,1947,1,1,,,5
female,1941,2,1,,,5
male,1962,3,2,,,6
female,1962,3,2,,,5
female,1937,3,1,,,5
female,1954,3,1,,,5
female,1931,2,1,,,5
female,1938,3,1,,,5
female,1929,2,2,,,5
female,1975,3,1,399.0,75.0,5
female,2001,0,1,,,5
female,1925,2,1,,,1
female,1949,1,1,521.0,,1
male,1945,1,1,,,1
female,1947,2,1,,,5
male,1923,2,1,,,5
male,1934,1,1,,,5
female,1944,1,1,,,5
female,1940,2,2,,,5
male,1965,3,1,,,5
female,1964,3,2,,,5
female,1988,5,2,,,5
male,2006,0,2,,,5
female,1942,3,1,,,5
male,1960,1,1,792.0,,5
female,1962,1,1,952.0,,5
male,1986,1,2,854.0,430.75,5
female,1986,1,2,,,5
female,2009,0,2,,,5
female,2011,0,2,,,5
male,1936,5,2,,,5
male,1949,1,1,,,5
female,1947,1,1,,,5
female,1970,4,1,313.0,293.4,5
female,1996,5,1,,,5
female,1953,2,1,441.0,,5
female,1942,2,2,,,5
female,1959,2,1,442.0,182.9,5
female,1986,5,1,953.0,161.6,5
male,1949,1,2,873.0,,5
female,1956,1,1,510.0,,5
female,1977,1,2,,,5
female,1980,1,1,311.0,252.5,5
male,1977,1,2,312.0,425.0,5
male,2008,0,2,,,5
female,2010,0,2,,,5
female,1942,2,2,,,5
female,1932,2,1,,,5
male,1950,1,1,710.0,,5
female,1954,1,1,710.0,,5
female,1969,2,2,,,5
male,1987,5,1,222.0,268.4,5
female,1940,2,1,,,5
male,1994,5,2,392.0,80.0,5
male,1996,5,2,,,5
male,1999,0,2,,,5
female,1937,2,2,,,5
male,1961,3,1,992.0,,5
female,1946,2,2,,,5
male,1967,1,1,132.0,1000.0,5
female,1971,1,1,,,5
male,1998,0,1,,,5
female,2000,0,1,,,5
male,1959,1,1,312.0,420.0,5
female,1962,1,1,421.0,27.0,5
female,1988,5,1,442.0,156.0,5
male,1992,5,1,286.0,222.0,5
male,1944,1,1,,,5
female,1950,1,1,,,5
female,1975,1,2,,,5
male,1973,1,2,,,5
female,2008,0,2,,,5
male,2008,0,2,,,5
male,1955,1,2,442.0,,5
female,1961,1,2,442.0,,5
male,1963,1,2,772.0,,5
female,1966,1,1,421.0,146.83,5
male,1993,5,2,,,5
male,1995,5,2,,,5
male,1969,1,2,252.0,405.4,5
female,1971,1,2,,,5
male,2003,0,2,,,5
male,2004,0,2,,,5
male,1955,1,1,,,5
female,1955,1,1,272.0,464.16,5
female,1993,5,1,,,5
male,1922,2,2,,,5
male,1940,1,1,,,5
female,1946,1,1,,,5
male,1948,1,1,799.0,124.0,5
female,1954,1,1,951.0,,5
male,1979,1,2,399.0,729.2,5
female,1977,1,1,,,5
female,1985,1,2,320.0,291.7,5
female,2011,0,2,,,5
female,1947,3,2,,,5
male,1981,5,2,521.0,194.0,5
